AIRLINE,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,DISTANCE
Southwest Airlines Co.,MDW,"Chicago, IL",TPA,"Tampa, FL",997.0
Southwest Airlines Co.,STL,"St. Louis, MO",SJC,"San Jose, CA",1715.0
Southwest Airlines Co.,PNS,"Pensacola, FL",BNA,"Nashville, TN",391.0
Southwest Airlines Co.,SRQ,"Sarasota/Bradenton, FL",STL,"St. Louis, MO",903.0
Envoy Air,ORD,"Chicago, IL",ATW,"Appleton, WI",161.0
Southwest Airlines Co.,ONT,"Ontario, CA",SMF,"Sacramento, CA",390.0
SkyWest Airlines Inc.,ORD,"Chicago, IL",GSO,"Greensboro/High Point, NC",589.0
Endeavor Air Inc.,DTW,"Detroit, MI",RIC,"Richmond, VA",456.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",PNS,"Pensacola, FL",271.0
PSA Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA",CLT,"Charlotte, NC",481.0
PSA Airlines Inc.,DCA,"Washington, DC",TYS,"Knoxville, TN",437.0
JetBlue Airways,SJU,"San Juan, PR",BOS,"Boston, MA",1674.0
Hawaiian Airlines Inc.,ITO,"Hilo, HI",HNL,"Honolulu, HI",216.0
SkyWest Airlines Inc.,GSP,"Greer, SC",ORD,"Chicago, IL",577.0
United Air Lines Inc.,ORF,"Norfolk, VA",DEN,"Denver, CO",1553.0
Southwest Airlines Co.,BWI,"Baltimore, MD",SDF,"Louisville, KY",495.0
Endeavor Air Inc.,CLE,"Cleveland, OH",JFK,"New York, NY",425.0
JetBlue Airways,BOS,"Boston, MA",BUR,"Burbank, CA",2601.0
American Airlines Inc.,DCA,"Washington, DC",PHL,"Philadelphia, PA",119.0
United Air Lines Inc.,DEN,"Denver, CO",JAX,"Jacksonville, FL",1447.0
American Airlines Inc.,JAX,"Jacksonville, FL",DFW,"Dallas/Fort Worth, TX",918.0
American Airlines Inc.,PHX,"Phoenix, AZ",SAN,"San Diego, CA",304.0
Delta Air Lines Inc.,DTW,"Detroit, MI",AUS,"Austin, TX",1149.0
Southwest Airlines Co.,DAL,"Dallas, TX",LGA,"New York, NY",1381.0
Frontier Airlines Inc.,DEN,"Denver, CO",BUF,"Buffalo, NY",1359.0
JetBlue Airways,BOS,"Boston, MA",MSP,"Minneapolis, MN",1124.0
Mesa Airlines Inc.,HSV,"Huntsville, AL",DFW,"Dallas/Fort Worth, TX",603.0
Endeavor Air Inc.,LGA,"New York, NY",CLT,"Charlotte, NC",544.0
SkyWest Airlines Inc.,ABY,"Albany, GA",ATL,"Atlanta, GA",145.0
SkyWest Airlines Inc.,ORD,"Chicago, IL",MKE,"Milwaukee, WI",67.0
Southwest Airlines Co.,OAK,"Oakland, CA",DEN,"Denver, CO",957.0
SkyWest Airlines Inc.,SLC,"Salt Lake City, UT",ABQ,"Albuquerque, NM",493.0
Delta Air Lines Inc.,DTW,"Detroit, MI",BNA,"Nashville, TN",456.0
American Airlines Inc.,LAS,"Las Vegas, NV",MIA,"Miami, FL",2174.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",MKE,"Milwaukee, WI",669.0
American Airlines Inc.,BOS,"Boston, MA",PHL,"Philadelphia, PA",280.0
American Airlines Inc.,AUS,"Austin, TX",PHL,"Philadelphia, PA",1430.0
Delta Air Lines Inc.,SAT,"San Antonio, TX",ATL,"Atlanta, GA",874.0
Southwest Airlines Co.,OKC,"Oklahoma City, OK",STL,"St. Louis, MO",462.0
Republic Airline,LGA,"New York, NY",MSN,"Madison, WI",812.0
Delta Air Lines Inc.,STL,"St. Louis, MO",ATL,"Atlanta, GA",484.0
Delta Air Lines Inc.,LAX,"Los Angeles, CA",DEN,"Denver, CO",862.0
Hawaiian Airlines Inc.,ITO,"Hilo, HI",OGG,"Kahului, HI",121.0
SkyWest Airlines Inc.,TUL,"Tulsa, OK",ORD,"Chicago, IL",585.0
Envoy Air,CAE,"Columbia, SC",DFW,"Dallas/Fort Worth, TX",922.0
ExpressJet Airlines LLC d/b/a aha!,EWR,"Newark, NJ",CLE,"Cleveland, OH",404.0
Republic Airline,DCA,"Washington, DC",PBI,"West Palm Beach/Palm Beach, FL",857.0
SkyWest Airlines Inc.,DTW,"Detroit, MI",MSN,"Madison, WI",311.0
United Air Lines Inc.,CLE,"Cleveland, OH",LAX,"Los Angeles, CA",2052.0
Spirit Air Lines,TPA,"Tampa, FL",IAH,"Houston, TX",787.0
Frontier Airlines Inc.,DEN,"Denver, CO",TPA,"Tampa, FL",1506.0
Endeavor Air Inc.,CVG,"Cincinnati, OH",MSP,"Minneapolis, MN",596.0
Southwest Airlines Co.,JAN,"Jackson/Vicksburg, MS",HOU,"Houston, TX",359.0
Delta Air Lines Inc.,LGA,"New York, NY",MSP,"Minneapolis, MN",1020.0
JetBlue Airways,RSW,"Fort Myers, FL",BOS,"Boston, MA",1249.0
American Airlines Inc.,PHX,"Phoenix, AZ",TPA,"Tampa, FL",1788.0
Delta Air Lines Inc.,SAN,"San Diego, CA",JFK,"New York, NY",2446.0
Southwest Airlines Co.,ORF,"Norfolk, VA",BWI,"Baltimore, MD",159.0
Southwest Airlines Co.,ELP,"El Paso, TX",DEN,"Denver, CO",563.0
Envoy Air,ORD,"Chicago, IL",ORF,"Norfolk, VA",717.0
American Airlines Inc.,CLT,"Charlotte, NC",PHL,"Philadelphia, PA",449.0
PSA Airlines Inc.,DCA,"Washington, DC",DAY,"Dayton, OH",391.0
United Air Lines Inc.,SJU,"San Juan, PR",IAD,"Washington, DC",1571.0
Envoy Air,GRI,"Grand Island, NE",DFW,"Dallas/Fort Worth, TX",561.0
SkyWest Airlines Inc.,SLC,"Salt Lake City, UT",EKO,"Elko, NV",200.0
Allegiant Air,AZA,"Phoenix, AZ",RFD,"Rockford, IL",1373.0
Delta Air Lines Inc.,CMH,"Columbus, OH",SLC,"Salt Lake City, UT",1528.0
Alaska Airlines Inc.,SEA,"Seattle, WA",MIA,"Miami, FL",2724.0
SkyWest Airlines Inc.,SFO,"San Francisco, CA",RDM,"Bend/Redmond, OR",462.0
Southwest Airlines Co.,BWI,"Baltimore, MD",SJU,"San Juan, PR",1565.0
Delta Air Lines Inc.,MSP,"Minneapolis, MN",SMF,"Sacramento, CA",1517.0
SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX",FLG,"Flagstaff, AZ",853.0
Republic Airline,IAD,"Washington, DC",CHS,"Charleston, SC",441.0
Southwest Airlines Co.,AUS,"Austin, TX",LAS,"Las Vegas, NV",1090.0
United Air Lines Inc.,IAH,"Houston, TX",TPA,"Tampa, FL",787.0
Endeavor Air Inc.,EWR,"Newark, NJ",DTW,"Detroit, MI",488.0
Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL",DTW,"Detroit, MI",1127.0
Southwest Airlines Co.,SAT,"San Antonio, TX",TPA,"Tampa, FL",972.0
Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL",ATL,"Atlanta, GA",581.0
Southwest Airlines Co.,HOU,"Houston, TX",PNS,"Pensacola, FL",488.0
Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX",PDX,"Portland, OR",1616.0
Spirit Air Lines,AUS,"Austin, TX",ATL,"Atlanta, GA",813.0
PSA Airlines Inc.,DCA,"Washington, DC",ILM,"Wilmington, NC",319.0
Mesa Airlines Inc.,IAH,"Houston, TX",DCA,"Washington, DC",1208.0
Envoy Air,BPT,"Beaumont/Port Arthur, TX",DFW,"Dallas/Fort Worth, TX",270.0
Allegiant Air,XNA,"Fayetteville, AR",VPS,"Valparaiso, FL",601.0
Southwest Airlines Co.,OKC,"Oklahoma City, OK",HOU,"Houston, TX",419.0
Hawaiian Airlines Inc.,OGG,"Kahului, HI",KOA,"Kona, HI",84.0
Southwest Airlines Co.,MDW,"Chicago, IL",AUS,"Austin, TX",972.0
Republic Airline,ORD,"Chicago, IL",BDL,"Hartford, CT",783.0
Delta Air Lines Inc.,ECP,"Panama City, FL",ATL,"Atlanta, GA",240.0
Southwest Airlines Co.,SJC,"San Jose, CA",HNL,"Honolulu, HI",2417.0
American Airlines Inc.,MIA,"Miami, FL",STX,"Christiansted, VI",1139.0
SkyWest Airlines Inc.,ORD,"Chicago, IL",SHD,"Staunton, VA",541.0
Endeavor Air Inc.,DTW,"Detroit, MI",TYS,"Knoxville, TN",443.0
SkyWest Airlines Inc.,PHX,"Phoenix, AZ",OMA,"Omaha, NE",1037.0
Delta Air Lines Inc.,MIA,"Miami, FL",DTW,"Detroit, MI",1145.0
American Airlines Inc.,LAS,"Las Vegas, NV",CLT,"Charlotte, NC",1916.0
Southwest Airlines Co.,SAT,"San Antonio, TX",STL,"St. Louis, MO",786.0
Mesa Airlines Inc.,ICT,"Wichita, KS",DFW,"Dallas/Fort Worth, TX",328.0
American Airlines Inc.,MIA,"Miami, FL",ORD,"Chicago, IL",1197.0
Mesa Airlines Inc.,OMA,"Omaha, NE",IAH,"Houston, TX",781.0
Delta Air Lines Inc.,PDX,"Portland, OR",ATL,"Atlanta, GA",2172.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",DEN,"Denver, CO",1199.0
Southwest Airlines Co.,BWI,"Baltimore, MD",CHS,"Charleston, SC",472.0
Delta Air Lines Inc.,CLT,"Charlotte, NC",SLC,"Salt Lake City, UT",1727.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",DTW,"Detroit, MI",594.0
American Airlines Inc.,CMH,"Columbus, OH",PHX,"Phoenix, AZ",1670.0
Delta Air Lines Inc.,LAX,"Los Angeles, CA",MSY,"New Orleans, LA",1670.0
Allegiant Air,SFB,"Sanford, FL",ALB,"Albany, NY",1049.0
Mesa Airlines Inc.,BDL,"Hartford, CT",IAD,"Washington, DC",326.0
United Air Lines Inc.,IAH,"Houston, TX",RDU,"Raleigh/Durham, NC",1042.0
Republic Airline,CMH,"Columbus, OH",DTW,"Detroit, MI",155.0
Southwest Airlines Co.,BOS,"Boston, MA",STL,"St. Louis, MO",1047.0
SkyWest Airlines Inc.,SEA,"Seattle, WA",DAL,"Dallas, TX",1670.0
Southwest Airlines Co.,OAK,"Oakland, CA",MDW,"Chicago, IL",1844.0
JetBlue Airways,BOS,"Boston, MA",PHX,"Phoenix, AZ",2300.0
Southwest Airlines Co.,MDW,"Chicago, IL",CMH,"Columbus, OH",283.0
SkyWest Airlines Inc.,MSP,"Minneapolis, MN",MSN,"Madison, WI",228.0
Endeavor Air Inc.,MSN,"Madison, WI",MSP,"Minneapolis, MN",228.0
American Airlines Inc.,DFW,"Dallas/Fort Worth, TX",BHM,"Birmingham, AL",597.0
American Airlines Inc.,MIA,"Miami, FL",LAS,"Las Vegas, NV",2174.0
American Airlines Inc.,LAX,"Los Angeles, CA",IAD,"Washington, DC",2288.0
Republic Airline,EWR,"Newark, NJ",PVD,"Providence, RI",160.0
Delta Air Lines Inc.,MSP,"Minneapolis, MN",SJC,"San Jose, CA",1575.0
American Airlines Inc.,DFW,"Dallas/Fort Worth, TX",CLT,"Charlotte, NC",936.0
Envoy Air,DFW,"Dallas/Fort Worth, TX",LFT,"Lafayette, LA",351.0
United Air Lines Inc.,SEA,"Seattle, WA",IAH,"Houston, TX",1874.0
Southwest Airlines Co.,MCI,"Kansas City, MO",DEN,"Denver, CO",533.0
Republic Airline,CMH,"Columbus, OH",JFK,"New York, NY",483.0
Alaska Airlines Inc.,CMH,"Columbus, OH",SEA,"Seattle, WA",2016.0
Southwest Airlines Co.,MDW,"Chicago, IL",STL,"St. Louis, MO",251.0
Envoy Air,LGA,"New York, NY",CMH,"Columbus, OH",479.0
Delta Air Lines Inc.,MSP,"Minneapolis, MN",BOI,"Boise, ID",1142.0
American Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL",PHL,"Philadelphia, PA",951.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",LGA,"New York, NY",762.0
Frontier Airlines Inc.,DEN,"Denver, CO",TYS,"Knoxville, TN",1162.0
Spirit Air Lines,MCO,"Orlando, FL",RIC,"Richmond, VA",667.0
PSA Airlines Inc.,CLT,"Charlotte, NC",BTR,"Baton Rouge, LA",675.0
Alaska Airlines Inc.,SEA,"Seattle, WA",LAS,"Las Vegas, NV",867.0
Spirit Air Lines,TPA,"Tampa, FL",DTW,"Detroit, MI",983.0
Republic Airline,MSY,"New Orleans, LA",MIA,"Miami, FL",675.0
United Air Lines Inc.,RDU,"Raleigh/Durham, NC",SFO,"San Francisco, CA",2400.0
Endeavor Air Inc.,SCE,"State College, PA",LGA,"New York, NY",208.0
Alaska Airlines Inc.,PDX,"Portland, OR",MCO,"Orlando, FL",2534.0
Southwest Airlines Co.,ONT,"Ontario, CA",DEN,"Denver, CO",819.0
JetBlue Airways,FLL,"Fort Lauderdale, FL",JFK,"New York, NY",1069.0
SkyWest Airlines Inc.,STL,"St. Louis, MO",MSP,"Minneapolis, MN",448.0
United Air Lines Inc.,MCO,"Orlando, FL",IAD,"Washington, DC",758.0
SkyWest Airlines Inc.,APN,"Alpena, MI",DTW,"Detroit, MI",198.0
Southwest Airlines Co.,BUR,"Burbank, CA",LAS,"Las Vegas, NV",223.0
Southwest Airlines Co.,HOU,"Houston, TX",DEN,"Denver, CO",883.0
SkyWest Airlines Inc.,SNA,"Santa Ana, CA",SLC,"Salt Lake City, UT",588.0
Republic Airline,PIT,"Pittsburgh, PA",EWR,"Newark, NJ",319.0
Delta Air Lines Inc.,TLH,"Tallahassee, FL",ATL,"Atlanta, GA",223.0
Southwest Airlines Co.,SMF,"Sacramento, CA",BUR,"Burbank, CA",358.0
SkyWest Airlines Inc.,PDX,"Portland, OR",SLC,"Salt Lake City, UT",630.0
JetBlue Airways,JFK,"New York, NY",DEN,"Denver, CO",1626.0
Southwest Airlines Co.,MDW,"Chicago, IL",DAL,"Dallas, TX",793.0
Endeavor Air Inc.,BTR,"Baton Rouge, LA",ATL,"Atlanta, GA",448.0
SkyWest Airlines Inc.,SLC,"Salt Lake City, UT",CDC,"Cedar City, UT",221.0
SkyWest Airlines Inc.,DTW,"Detroit, MI",GRR,"Grand Rapids, MI",120.0
Allegiant Air,SAV,"Savannah, GA",CVG,"Cincinnati, OH",515.0
SkyWest Airlines Inc.,PHX,"Phoenix, AZ",SGU,"St. George, UT",262.0
SkyWest Airlines Inc.,SFO,"San Francisco, CA",MFR,"Medford, OR",329.0
Republic Airline,BUF,"Buffalo, NY",LGA,"New York, NY",292.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",IAH,"Houston, TX",689.0
Southwest Airlines Co.,BUR,"Burbank, CA",OAK,"Oakland, CA",325.0
Mesa Airlines Inc.,MSN,"Madison, WI",PHX,"Phoenix, AZ",1396.0
SkyWest Airlines Inc.,DEN,"Denver, CO",BIS,"Bismarck/Mandan, ND",516.0
SkyWest Airlines Inc.,FSM,"Fort Smith, AR",ATL,"Atlanta, GA",579.0
Envoy Air,ALO,"Waterloo, IA",ORD,"Chicago, IL",234.0
SkyWest Airlines Inc.,ORD,"Chicago, IL",MKG,"Muskegon, MI",119.0
United Air Lines Inc.,EWR,"Newark, NJ",FLL,"Fort Lauderdale, FL",1065.0
Southwest Airlines Co.,TPA,"Tampa, FL",BDL,"Hartford, CT",1111.0
Southwest Airlines Co.,DEN,"Denver, CO",SMF,"Sacramento, CA",909.0
American Airlines Inc.,CLT,"Charlotte, NC",MSY,"New Orleans, LA",651.0
Delta Air Lines Inc.,FAY,"Fayetteville, NC",ATL,"Atlanta, GA",331.0
SkyWest Airlines Inc.,DAL,"Dallas, TX",LAX,"Los Angeles, CA",1246.0
Mesa Airlines Inc.,CRP,"Corpus Christi, TX",DFW,"Dallas/Fort Worth, TX",354.0
SkyWest Airlines Inc.,BNA,"Nashville, TN",MSP,"Minneapolis, MN",695.0
PSA Airlines Inc.,CLT,"Charlotte, NC",AVL,"Asheville, NC",91.0
United Air Lines Inc.,DEN,"Denver, CO",MSN,"Madison, WI",826.0
Republic Airline,DCA,"Washington, DC",PWM,"Portland, ME",482.0
Delta Air Lines Inc.,MCI,"Kansas City, MO",SLC,"Salt Lake City, UT",920.0
PSA Airlines Inc.,DCA,"Washington, DC",MHT,"Manchester, NH",406.0
Delta Air Lines Inc.,CLE,"Cleveland, OH",MSP,"Minneapolis, MN",622.0
Alaska Airlines Inc.,EWR,"Newark, NJ",SEA,"Seattle, WA",2402.0
United Air Lines Inc.,EWR,"Newark, NJ",ATL,"Atlanta, GA",746.0
SkyWest Airlines Inc.,GJT,"Grand Junction, CO",SLC,"Salt Lake City, UT",216.0
American Airlines Inc.,DFW,"Dallas/Fort Worth, TX",SEA,"Seattle, WA",1660.0
Delta Air Lines Inc.,MSP,"Minneapolis, MN",DCA,"Washington, DC",931.0
Southwest Airlines Co.,LAS,"Las Vegas, NV",BHM,"Birmingham, AL",1618.0
Allegiant Air,CVG,"Cincinnati, OH",SFB,"Sanford, FL",735.0
JetBlue Airways,BDL,"Hartford, CT",TPA,"Tampa, FL",1111.0
Delta Air Lines Inc.,PVD,"Providence, RI",ATL,"Atlanta, GA",903.0
Allegiant Air,IAG,"Niagara Falls, NY",SFB,"Sanford, FL",996.0
United Air Lines Inc.,SFO,"San Francisco, CA",IAH,"Houston, TX",1635.0
SkyWest Airlines Inc.,MRY,"Monterey, CA",SFO,"San Francisco, CA",77.0
American Airlines Inc.,MCO,"Orlando, FL",PHL,"Philadelphia, PA",861.0
Delta Air Lines Inc.,AUS,"Austin, TX",MSP,"Minneapolis, MN",1042.0
PSA Airlines Inc.,CLT,"Charlotte, NC",IAD,"Washington, DC",322.0
Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL",MSP,"Minneapolis, MN",1487.0
SkyWest Airlines Inc.,MSP,"Minneapolis, MN",DFW,"Dallas/Fort Worth, TX",852.0
Spirit Air Lines,AUS,"Austin, TX",MCO,"Orlando, FL",994.0
Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX",DTW,"Detroit, MI",986.0
United Air Lines Inc.,ORD,"Chicago, IL",PHX,"Phoenix, AZ",1440.0
Southwest Airlines Co.,STL,"St. Louis, MO",BNA,"Nashville, TN",272.0
SkyWest Airlines Inc.,AVL,"Asheville, NC",ATL,"Atlanta, GA",164.0
United Air Lines Inc.,PDX,"Portland, OR",ORD,"Chicago, IL",1739.0
Mesa Airlines Inc.,FLG,"Flagstaff, AZ",PHX,"Phoenix, AZ",119.0
Spirit Air Lines,LBE,"Latrobe, PA",MCO,"Orlando, FL",823.0
American Airlines Inc.,SAT,"San Antonio, TX",PHX,"Phoenix, AZ",843.0
PSA Airlines Inc.,SDF,"Louisville, KY",CLT,"Charlotte, NC",335.0
Alaska Airlines Inc.,SEA,"Seattle, WA",SNA,"Santa Ana, CA",978.0
Republic Airline,DCA,"Washington, DC",MEM,"Memphis, TN",762.0
Southwest Airlines Co.,BNA,"Nashville, TN",VPS,"Valparaiso, FL",389.0
American Airlines Inc.,DFW,"Dallas/Fort Worth, TX",SLC,"Salt Lake City, UT",989.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",MLB,"Melbourne, FL",442.0
SkyWest Airlines Inc.,DTW,"Detroit, MI",HPN,"White Plains, NY",505.0
United Air Lines Inc.,IAH,"Houston, TX",RSW,"Fort Myers, FL",861.0
SkyWest Airlines Inc.,ORD,"Chicago, IL",CHS,"Charleston, SC",760.0
Endeavor Air Inc.,DTW,"Detroit, MI",BUF,"Buffalo, NY",241.0
Delta Air Lines Inc.,LAX,"Los Angeles, CA",TPA,"Tampa, FL",2158.0
Allegiant Air,BNA,"Nashville, TN",FNT,"Flint, MI",497.0
Delta Air Lines Inc.,SLC,"Salt Lake City, UT",ATL,"Atlanta, GA",1590.0
United Air Lines Inc.,PHX,"Phoenix, AZ",EWR,"Newark, NJ",2133.0
Southwest Airlines Co.,MCI,"Kansas City, MO",MSY,"New Orleans, LA",689.0
Southwest Airlines Co.,CVG,"Cincinnati, OH",BWI,"Baltimore, MD",430.0
Allegiant Air,AZA,"Phoenix, AZ",GTF,"Great Falls, MT",978.0
Delta Air Lines Inc.,RIC,"Richmond, VA",ATL,"Atlanta, GA",481.0
American Airlines Inc.,DCA,"Washington, DC",SRQ,"Sarasota/Bradenton, FL",851.0
SkyWest Airlines Inc.,DEN,"Denver, CO",PIR,"Pierre, SD",385.0
PSA Airlines Inc.,CAK,"Akron, OH",DCA,"Washington, DC",274.0
Allegiant Air,SFB,"Sanford, FL",LEX,"Lexington, KY",667.0
SkyWest Airlines Inc.,BFL,"Bakersfield, CA",DEN,"Denver, CO",845.0
Delta Air Lines Inc.,SNA,"Santa Ana, CA",ATL,"Atlanta, GA",1919.0
Republic Airline,LGA,"New York, NY",MCI,"Kansas City, MO",1107.0
Delta Air Lines Inc.,SLC,"Salt Lake City, UT",STL,"St. Louis, MO",1156.0
American Airlines Inc.,ORF,"Norfolk, VA",CLT,"Charlotte, NC",290.0
Alaska Airlines Inc.,EWR,"Newark, NJ",SJC,"San Jose, CA",2548.0
American Airlines Inc.,IAD,"Washington, DC",AUS,"Austin, TX",1297.0
Southwest Airlines Co.,HOU,"Houston, TX",DAL,"Dallas, TX",239.0
United Air Lines Inc.,CLE,"Cleveland, OH",MCO,"Orlando, FL",895.0
Southwest Airlines Co.,ATL,"Atlanta, GA",JAN,"Jackson/Vicksburg, MS",341.0
Republic Airline,MIA,"Miami, FL",JAX,"Jacksonville, FL",335.0
Delta Air Lines Inc.,LAS,"Las Vegas, NV",CVG,"Cincinnati, OH",1678.0
SkyWest Airlines Inc.,VEL,"Vernal, UT",DEN,"Denver, CO",259.0
United Air Lines Inc.,ORD,"Chicago, IL",MSN,"Madison, WI",109.0
American Airlines Inc.,MIA,"Miami, FL",RDU,"Raleigh/Durham, NC",700.0
Mesa Airlines Inc.,MSP,"Minneapolis, MN",IAH,"Houston, TX",1034.0
Southwest Airlines Co.,DAL,"Dallas, TX",LBB,"Lubbock, TX",293.0
Mesa Airlines Inc.,IAH,"Houston, TX",OMA,"Omaha, NE",781.0
United Air Lines Inc.,CLE,"Cleveland, OH",SFO,"San Francisco, CA",2161.0
Southwest Airlines Co.,FLL,"Fort Lauderdale, FL",BWI,"Baltimore, MD",925.0
Endeavor Air Inc.,ATL,"Atlanta, GA",ROA,"Roanoke, VA",357.0
Delta Air Lines Inc.,MSP,"Minneapolis, MN",BOS,"Boston, MA",1124.0
SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX",HSV,"Huntsville, AL",603.0
SkyWest Airlines Inc.,LAX,"Los Angeles, CA",SCK,"Stockton, CA",315.0
Southwest Airlines Co.,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",414.0
Alaska Airlines Inc.,PHX,"Phoenix, AZ",PDX,"Portland, OR",1009.0
Republic Airline,SDF,"Louisville, KY",DCA,"Washington, DC",474.0
SkyWest Airlines Inc.,PHX,"Phoenix, AZ",SBP,"San Luis Obispo, CA",509.0
Envoy Air,GSO,"Greensboro/High Point, NC",MIA,"Miami, FL",710.0
Envoy Air,ORD,"Chicago, IL",ALB,"Albany, NY",723.0
Alaska Airlines Inc.,BRW,"Barrow, AK",ANC,"Anchorage, AK",725.0
Spirit Air Lines,PIT,"Pittsburgh, PA",MYR,"Myrtle Beach, SC",475.0
Southwest Airlines Co.,BNA,"Nashville, TN",LAS,"Las Vegas, NV",1587.0
United Air Lines Inc.,RSW,"Fort Myers, FL",EWR,"Newark, NJ",1068.0
Envoy Air,LIT,"Little Rock, AR",DFW,"Dallas/Fort Worth, TX",304.0
Republic Airline,CLT,"Charlotte, NC",HHH,"Hilton Head, SC",207.0
Southwest Airlines Co.,LGA,"New York, NY",MSY,"New Orleans, LA",1183.0
Delta Air Lines Inc.,SAV,"Savannah, GA",ATL,"Atlanta, GA",214.0
JetBlue Airways,FLL,"Fort Lauderdale, FL",JAX,"Jacksonville, FL",319.0
Southwest Airlines Co.,MCI,"Kansas City, MO",IND,"Indianapolis, IN",451.0
PSA Airlines Inc.,GSP,"Greer, SC",DCA,"Washington, DC",396.0
Mesa Airlines Inc.,IAH,"Houston, TX",MSP,"Minneapolis, MN",1034.0
PSA Airlines Inc.,CLT,"Charlotte, NC",MKE,"Milwaukee, WI",651.0
Southwest Airlines Co.,BUR,"Burbank, CA",SMF,"Sacramento, CA",358.0
Southwest Airlines Co.,RSW,"Fort Myers, FL",BNA,"Nashville, TN",722.0
Mesa Airlines Inc.,DFW,"Dallas/Fort Worth, TX",CHS,"Charleston, SC",987.0
PSA Airlines Inc.,BTV,"Burlington, VT",PHL,"Philadelphia, PA",335.0
American Airlines Inc.,DFW,"Dallas/Fort Worth, TX",DCA,"Washington, DC",1192.0
Spirit Air Lines,STX,"Christiansted, VI",FLL,"Fort Lauderdale, FL",1140.0
Envoy Air,PNS,"Pensacola, FL",MIA,"Miami, FL",530.0
United Air Lines Inc.,DEN,"Denver, CO",BWI,"Baltimore, MD",1491.0
Hawaiian Airlines Inc.,OGG,"Kahului, HI",SJC,"San Jose, CA",2355.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",GSP,"Greer, SC",153.0
PSA Airlines Inc.,BGR,"Bangor, ME",DCA,"Washington, DC",590.0
Republic Airline,CMH,"Columbus, OH",LGA,"New York, NY",479.0
American Airlines Inc.,MIA,"Miami, FL",BOS,"Boston, MA",1258.0
Delta Air Lines Inc.,BOI,"Boise, ID",MSP,"Minneapolis, MN",1142.0
Frontier Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA",DEN,"Denver, CO",692.0
Endeavor Air Inc.,JFK,"New York, NY",BWI,"Baltimore, MD",184.0
Delta Air Lines Inc.,CVG,"Cincinnati, OH",ATL,"Atlanta, GA",373.0
SkyWest Airlines Inc.,SEA,"Seattle, WA",EUG,"Eugene, OR",234.0
Southwest Airlines Co.,STL,"St. Louis, MO",DEN,"Denver, CO",770.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",STX,"Christiansted, VI",1638.0
Delta Air Lines Inc.,EGE,"Eagle, CO",ATL,"Atlanta, GA",1312.0
SkyWest Airlines Inc.,ORD,"Chicago, IL",BIL,"Billings, MT",1061.0
SkyWest Airlines Inc.,TYS,"Knoxville, TN",ORD,"Chicago, IL",475.0
Southwest Airlines Co.,MSY,"New Orleans, LA",OAK,"Oakland, CA",1903.0
Frontier Airlines Inc.,LAS,"Las Vegas, NV",SNA,"Santa Ana, CA",226.0
Envoy Air,DFW,"Dallas/Fort Worth, TX",SGF,"Springfield, MO",364.0
Southwest Airlines Co.,LAX,"Los Angeles, CA",SJC,"San Jose, CA",308.0
JetBlue Airways,SFO,"San Francisco, CA",BOS,"Boston, MA",2704.0
SkyWest Airlines Inc.,DEN,"Denver, CO",MLI,"Moline, IL",752.0
Frontier Airlines Inc.,MCO,"Orlando, FL",ISP,"Islip, NY",971.0
Mesa Airlines Inc.,PSP,"Palm Springs, CA",PHX,"Phoenix, AZ",261.0
Allegiant Air,MDW,"Chicago, IL",TYS,"Knoxville, TN",459.0
American Airlines Inc.,MSY,"New Orleans, LA",CLT,"Charlotte, NC",651.0
SkyWest Airlines Inc.,ORD,"Chicago, IL",SUX,"Sioux City, IA",436.0
Delta Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL",MSP,"Minneapolis, MN",1342.0
Delta Air Lines Inc.,LGA,"New York, NY",TPA,"Tampa, FL",1010.0
Southwest Airlines Co.,AUS,"Austin, TX",DAL,"Dallas, TX",189.0
Endeavor Air Inc.,ATL,"Atlanta, GA",AGS,"Augusta, GA",143.0
Republic Airline,EYW,"Key West, FL",IAD,"Washington, DC",1023.0
JetBlue Airways,BOS,"Boston, MA",MKE,"Milwaukee, WI",860.0
Southwest Airlines Co.,TUL,"Tulsa, OK",STL,"St. Louis, MO",351.0
Allegiant Air,PIT,"Pittsburgh, PA",SFB,"Sanford, FL",809.0
